,PrimaryColor,BreedCategory,IntakeStatus,PetAgeCategory,Sex,TopBreed,BinaryOutcome
147906,0,1,1,0,0,12,0
147907,9,1,1,0,1,14,0
147908,0,1,1,3,1,17,1
147912,3,0,2,3,1,15,1
147913,3,1,1,2,1,11,0
147914,0,0,1,1,0,15,1
147916,10,1,1,3,1,17,1
147917,5,1,1,0,1,13,1
147919,10,1,1,3,1,25,0
147920,3,1,1,3,1,24,1
147921,0,0,0,1,0,5,1
147926,0,2,1,3,1,15,1
147927,0,2,1,1,0,17,1
147930,10,1,3,0,0,17,1
147931,9,1,1,3,1,4,1
147932,7,1,1,3,1,7,0
147934,3,1,1,3,1,4,1
147938,9,2,1,3,1,15,1
147939,2,2,1,3,0,11,1
147940,0,1,1,3,1,15,0
147941,0,0,1,3,1,5,1
147943,0,0,1,0,1,23,1
147944,10,1,1,0,1,7,0
147946,1,1,1,1,1,4,1
147948,3,0,1,1,0,4,0
147950,9,0,1,3,1,4,1
147952,0,2,1,1,1,5,1
147953,5,0,1,3,1,7,0
147958,0,2,1,3,1,18,0
147959,3,2,1,3,0,18,1
147960,1,0,1,0,0,17,1
147961,10,1,2,0,0,17,0
147964,10,1,1,3,0,12,0
147969,10,1,1,0,1,24,1
147971,10,2,1,3,0,18,1
147972,0,1,1,3,0,16,1
147973,0,1,1,2,0,24,1
147979,10,0,1,0,0,26,1
147980,0,1,1,3,1,11,1
147981,7,1,1,3,0,7,1
147982,10,1,1,3,1,17,1
147983,10,2,2,2,1,0,0
147984,10,0,1,0,0,17,0
147985,10,1,1,3,1,6,1
147986,3,0,1,1,0,12,1
147988,4,0,1,3,1,17,1
147989,5,2,4,3,0,17,1
147990,9,1,1,1,1,4,1
147991,9,1,2,1,0,4,1
147992,0,2,1,0,0,15,1
147995,7,0,1,3,0,1,1
147996,0,0,0,3,1,8,1
147998,3,0,4,3,0,5,1
148002,5,1,1,1,0,11,0
148003,5,0,2,2,0,4,0
148008,10,1,1,0,0,12,0
148010,0,0,1,1,1,15,1
148011,0,1,1,3,0,12,0
148015,4,1,0,3,0,3,0
148016,0,1,4,0,1,18,0
148018,0,2,1,3,1,3,0
148019,10,1,1,0,1,0,1
148020,0,2,1,3,1,7,1
148022,10,0,1,3,0,4,1
148024,10,0,1,3,0,7,0
148026,0,0,1,0,1,24,1
148027,5,0,1,0,1,11,1
148028,0,1,1,0,1,18,0
148030,9,0,1,3,0,15,1
148032,0,0,1,0,1,12,1
148033,0,1,1,0,1,4,1
148035,10,0,1,3,1,17,0
148036,0,2,1,1,1,26,1
148039,2,1,0,0,1,1,0
148040,0,0,1,3,1,11,1
148041,9,0,1,3,1,17,1
148042,1,1,1,0,0,23,1
148043,2,1,4,0,0,18,0
148044,3,1,1,0,1,7,0
148045,4,2,1,1,0,5,1
148047,7,0,0,0,0,14,1
148048,7,2,1,0,0,11,1
148051,0,0,1,0,1,5,0
148053,3,1,4,0,0,18,0
148057,0,0,1,3,0,18,1
148058,3,0,1,3,1,17,1
148061,9,0,2,0,1,17,0
148062,10,1,1,0,0,17,1
148064,10,1,1,3,1,4,0
148069,1,2,1,3,1,1,0
148070,0,0,1,0,0,12,0
148071,0,2,2,1,0,11,1
148073,10,0,1,0,1,18,0
148075,0,0,1,3,1,16,1
148076,7,1,0,0,1,7,0
148078,3,1,1,0,0,24,0
148079,7,1,1,1,0,6,0
148081,0,2,1,3,0,21,0
148083,0,0,1,3,0,15,0
148085,10,1,1,1,0,18,1
148089,0,1,1,1,0,6,0
148091,2,2,1,3,0,15,1
148094,0,0,2,0,0,4,0
148096,5,0,1,0,1,19,1
148101,3,1,1,1,1,17,1
148102,0,0,1,0,0,5,0
148103,0,2,1,1,0,17,0
148104,0,1,1,0,0,22,0
148113,3,1,2,2,1,17,1
148114,10,1,1,0,1,14,1
148116,7,2,1,3,1,17,1
148118,10,2,1,3,1,26,1
148127,0,1,1,3,1,15,1
148128,9,1,1,1,1,4,1
148130,3,0,1,3,1,4,1
148132,3,1,1,0,1,17,0
148133,4,1,1,0,1,3,0
148134,5,0,0,0,0,17,0
148135,1,1,1,1,1,18,1
148137,5,1,1,0,1,18,0
148138,10,0,2,0,0,24,0
148142,3,0,0,1,1,3,0
148145,1,1,1,0,1,18,0
148146,3,1,1,0,0,4,0
148148,7,1,1,1,1,6,1
148150,0,1,1,0,1,26,1
148151,0,0,1,0,0,17,1
148152,0,0,1,3,0,15,1
148154,11,2,4,0,1,15,0
148159,7,1,1,3,1,17,0
148161,10,1,1,1,0,17,1
148163,2,2,2,0,0,6,1
148165,3,1,1,0,1,6,1
148168,10,0,1,1,1,14,1
148170,7,0,1,0,0,26,1
148176,0,1,1,1,1,15,1
148177,7,1,1,3,1,17,0
148180,10,1,1,3,0,11,1
148183,3,1,1,0,0,18,1
148184,10,1,1,1,1,12,1
148186,3,1,1,3,1,17,1
148187,0,1,1,3,1,15,1
148188,3,0,1,3,0,15,0
148190,0,2,1,3,0,5,1
148191,0,1,0,3,0,12,0
148192,3,1,1,3,1,17,0
148194,0,0,1,0,0,17,0
148195,7,1,2,0,0,1,1
148197,0,2,1,3,1,23,1
148200,5,1,1,3,1,17,1
148201,10,1,1,3,1,0,1
148205,0,0,1,1,0,15,1
148207,9,1,1,0,0,4,1
148208,0,0,1,3,1,18,1
148210,7,0,1,3,1,10,0
148211,0,2,1,3,0,17,1
148213,3,1,0,0,0,18,0
148217,3,2,1,1,0,17,1
148220,9,0,1,1,0,4,0
148221,10,2,1,0,0,6,1
148228,9,1,4,0,1,7,1
148229,1,2,1,3,0,18,0
148231,0,1,1,0,0,12,0
148236,1,0,1,1,1,18,1
148239,3,1,1,0,1,8,0
148244,3,0,1,3,1,7,1
148245,0,0,1,3,0,17,0
148246,7,0,1,3,1,7,1
148249,0,1,1,0,0,7,1
148251,1,1,0,0,1,7,0
148252,3,2,1,0,1,8,1
148253,0,2,1,0,1,26,1
148257,0,2,1,1,1,4,1
148258,3,0,1,0,1,17,1
148259,0,0,1,3,1,18,1
148260,3,1,1,0,1,11,0
148261,1,1,1,3,1,18,1
148262,3,1,1,3,0,17,1
148263,3,0,1,3,1,12,0
148264,7,0,4,2,1,12,0
148265,9,2,1,0,1,4,1
148269,0,0,1,3,0,5,0
148272,9,1,1,3,1,5,0
148273,7,1,1,1,0,25,0
148275,10,2,1,0,1,17,1
148279,10,0,1,2,1,19,0
148283,0,1,2,1,0,22,0
148285,7,0,1,0,1,8,0
148288,7,2,1,1,1,6,1
148290,3,1,1,3,1,17,1
148292,10,0,1,3,0,25,1
148293,10,1,1,3,1,7,1
148295,10,0,1,0,1,20,1
148296,1,1,1,3,0,17,1
148297,0,1,2,1,1,15,0
148300,1,0,4,0,1,26,0
148303,0,1,1,0,1,18,1
148304,10,0,1,3,1,17,1
148305,0,0,1,3,1,15,1
148310,7,1,4,1,1,15,0
148312,3,0,1,3,1,4,0
148317,10,1,2,2,1,7,0
148318,10,1,2,2,1,17,0
148322,1,1,2,0,0,18,0
148327,2,1,0,0,1,17,0
148329,2,2,3,0,0,21,0
148332,10,0,4,0,0,3,0
148333,3,1,4,0,1,18,0
148337,0,0,1,3,1,17,1
148338,3,1,1,0,1,12,1
148341,0,1,0,3,1,15,1
148342,0,1,1,0,0,17,1
148344,7,2,0,0,0,7,0
148346,3,1,0,0,0,7,1
148349,1,2,1,0,0,17,1
148354,0,0,1,3,1,15,1
148355,2,2,1,1,1,18,0
148359,11,2,1,1,1,15,0
148360,1,1,2,0,0,18,1
148361,1,1,0,3,1,18,0
148362,10,1,1,2,1,4,0
148364,3,1,1,0,1,17,0
148367,7,0,1,1,0,15,1
148372,9,1,1,3,1,17,0
148373,7,1,1,3,0,18,0
148374,3,1,2,3,1,18,0
148380,7,0,1,2,0,18,0
148381,10,0,0,2,0,15,0
148382,0,1,4,0,1,17,0
148383,3,1,4,2,1,26,0
148387,7,2,1,1,0,12,0
148390,10,2,1,1,0,17,1
148392,0,0,1,3,1,15,0
148398,0,1,1,0,0,24,1
148400,10,1,1,1,0,18,0
148401,7,0,1,1,1,17,1
148402,10,0,0,3,1,15,0
148405,10,1,4,1,0,18,0
148406,3,1,1,0,1,16,1
148407,3,2,1,3,1,17,0
148412,4,1,1,3,1,2,0
148415,5,1,1,0,1,11,1
148417,0,1,4,3,1,18,0
148418,1,2,1,0,1,17,0
148420,3,2,1,3,0,21,1
148423,9,0,1,1,1,17,1
148424,10,1,1,0,1,20,1
148425,7,1,1,0,0,6,0
148427,0,1,1,2,0,20,1
148429,2,1,1,0,0,17,1
148430,2,1,1,1,1,17,1
148431,5,1,1,2,1,11,1
148433,9,1,1,0,1,7,0
148437,5,0,2,1,1,8,1
148438,3,2,1,3,0,24,1
148439,3,2,3,1,0,4,0
148441,3,1,1,3,0,6,1
148443,3,0,4,2,1,17,0
148445,1,1,1,3,0,18,1
148447,10,0,1,0,0,23,1
148449,0,1,1,3,0,18,0
148451,0,2,1,3,1,4,1
148453,10,0,1,3,0,4,0
148460,9,2,1,3,1,4,1
148463,0,2,1,1,0,22,0
148465,0,1,1,1,0,11,1
148466,10,2,1,3,0,17,0
148467,10,2,1,1,1,17,1
148469,3,0,1,3,0,14,1
148472,0,1,1,0,1,3,1
148475,9,1,4,0,1,4,1
148476,10,0,1,1,1,6,0
148477,10,1,2,3,1,6,0
148479,3,2,1,3,0,7,0
148482,10,0,1,1,1,17,1
148484,7,0,1,1,0,15,1
148485,10,1,1,0,0,14,1
148486,5,2,1,3,1,4,1
148487,0,1,1,3,0,15,0
148489,10,1,1,3,0,4,0
148496,0,2,1,3,1,4,1
148498,10,2,1,0,0,14,0
148502,3,0,1,0,1,4,0
148505,2,2,1,1,0,17,1
148508,7,2,1,3,0,17,1
148509,11,1,1,0,0,15,0
148510,10,0,1,1,1,5,1
148511,0,0,1,0,1,15,1
148513,3,1,1,0,0,18,0
148519,10,0,1,0,0,1,0
148526,10,1,0,3,1,18,0
148527,9,2,1,0,1,17,1
148528,10,1,1,3,0,18,0
148533,10,1,1,3,1,1,0
148535,0,1,1,0,0,14,1
148540,3,0,2,3,1,12,1
148541,3,1,1,0,0,17,0
148543,0,1,2,2,1,5,0
148544,0,1,1,0,1,18,0
148548,11,1,2,0,0,13,0
148553,1,1,1,0,0,1,0
148556,0,0,1,0,1,15,0
148561,0,0,2,2,1,25,0
148566,3,2,1,3,1,25,0
148567,4,2,1,3,0,2,0
148570,3,0,0,0,1,25,0
148571,0,0,4,0,0,18,1
148572,0,1,1,1,1,15,1
148573,4,1,1,0,1,3,1
148575,3,1,0,0,0,18,0
148576,10,1,1,0,0,18,0
148580,0,2,1,3,0,11,1
148585,0,0,1,3,1,4,0
148587,3,1,1,3,1,7,1
148588,3,1,1,3,1,7,1
148589,10,0,2,0,0,5,1
148590,5,1,1,0,0,7,1
148591,7,1,1,3,1,24,1
148592,7,0,1,3,1,17,0
148593,0,1,1,0,0,18,1
148597,7,0,1,0,1,17,1
148600,7,1,1,0,0,12,0
148604,3,0,1,3,0,12,1
148606,3,1,1,3,1,11,1
148607,3,0,1,1,1,3,1
148608,10,0,1,3,0,18,1
148609,1,1,1,0,1,18,0
148610,2,1,2,3,0,18,1
148613,0,1,0,3,1,22,0
148616,7,0,0,0,0,17,0
148622,9,0,1,1,0,17,1
148623,10,0,1,3,0,5,1
148624,0,0,3,0,0,18,1
148625,0,0,1,3,1,15,1
148626,0,0,1,0,1,15,1
148628,3,2,1,3,0,5,0
148629,0,1,1,0,1,11,1
148630,3,1,1,2,0,18,0
148631,3,2,1,0,1,11,1
148633,3,1,1,3,1,10,1
148634,0,2,1,1,0,25,1
148636,10,1,1,0,1,14,1
148643,1,0,1,3,0,17,1
148644,1,0,2,2,1,17,1
148645,7,2,1,3,1,17,1
148647,0,0,1,3,1,6,1
148649,7,2,1,3,1,7,1
148652,10,2,1,3,1,17,1
148653,0,2,1,0,0,21,1
148654,11,1,1,1,0,15,0
148657,7,1,1,0,1,26,0
148658,0,1,2,1,0,5,1
148660,3,0,1,3,0,15,1
148662,3,0,1,3,0,22,1
148663,10,1,0,0,1,7,1
148664,0,2,1,3,0,15,1
148666,3,0,1,2,0,4,0
148667,3,2,0,0,0,8,0
148668,5,2,1,0,1,16,1
148669,3,2,1,3,0,25,1
148671,0,1,1,2,1,19,1
148675,9,1,1,0,0,17,0
148677,10,0,1,3,1,15,1
148680,0,1,1,0,0,24,0
148681,10,0,1,0,0,7,1
148686,9,1,1,0,1,4,0
148687,7,1,1,3,1,7,1
148688,2,0,1,3,0,22,0
148690,2,1,1,3,0,18,0
148693,10,2,1,0,0,18,0
148694,10,1,1,3,1,7,0
148697,5,0,1,0,1,17,1
148700,0,0,1,2,0,9,0
148704,2,2,3,1,1,8,1
148706,7,1,2,0,0,18,1
148709,7,0,1,1,0,15,0
148711,0,1,1,0,0,7,1
148714,10,2,1,0,1,7,1
148715,1,1,1,1,1,18,1
148717,0,0,1,1,0,15,1
148718,0,1,1,1,1,18,1
148723,0,2,1,3,0,17,0
148728,2,0,1,0,1,17,0
148729,0,0,1,1,1,5,0
148731,0,0,1,3,0,4,1
148733,3,0,1,3,1,14,0
148734,0,0,1,0,0,4,0
148735,3,0,1,3,1,18,1
148736,10,0,1,0,0,14,0
148737,1,1,1,3,0,17,1
148738,7,2,1,3,0,17,0
148740,7,0,1,0,1,12,1
148742,7,1,1,0,0,7,0
148743,3,0,1,0,0,23,1
148744,3,1,1,3,1,12,0
148746,2,0,1,2,1,8,0
148747,10,1,1,0,1,18,0
148748,5,2,1,1,1,6,1
148749,0,1,1,0,1,16,0
148754,10,2,3,1,0,4,1
148756,3,0,1,1,1,12,1
148759,0,1,1,3,1,18,0
148760,3,2,1,3,1,11,1
148762,0,2,1,3,1,15,1
148763,3,0,1,1,0,12,1
148767,10,1,0,3,1,7,0
148769,0,0,1,3,0,17,1
148770,10,1,1,1,1,24,0
148771,10,1,1,0,0,7,1
148776,0,1,2,0,0,11,1
148778,3,0,1,0,1,6,0
148780,1,1,1,3,1,18,1
148781,2,1,4,3,1,18,0
148783,0,2,1,3,0,15,0
148785,0,1,1,3,1,15,1
148786,9,1,1,3,1,4,0
148790,3,0,1,3,1,4,0
148792,9,1,1,3,1,7,1
148795,3,0,4,1,1,18,1
148797,9,1,1,3,1,4,1
148799,10,1,1,0,1,17,0
148803,0,1,1,3,0,18,0
148806,0,0,1,0,1,5,1
148807,0,0,1,1,0,5,1
148813,10,1,1,0,0,17,1
148814,9,0,1,1,1,8,1
148819,9,1,1,1,1,14,1
148822,10,1,1,1,0,18,0
148823,9,1,1,3,1,14,1
148824,3,0,1,1,1,17,0
148825,1,1,1,3,0,18,0
148827,3,2,1,0,0,4,0
148828,1,1,1,0,1,15,1
148829,10,1,1,3,1,6,1
148832,0,0,1,3,0,15,0
148833,3,1,1,3,0,3,1
148834,0,1,1,0,0,15,1
148840,10,1,1,0,0,17,1
148842,3,0,1,3,1,15,1
148843,1,1,1,3,1,18,1
148845,11,1,1,2,1,13,0
148846,3,2,1,3,1,19,0
148850,7,1,1,0,1,24,1
148851,3,1,1,3,0,18,0
148852,2,1,1,3,1,18,1
148853,1,1,1,3,0,18,1
148854,2,1,1,0,1,18,0
148860,3,1,1,0,0,4,0
148867,3,0,1,3,1,6,0
148868,3,2,1,3,1,12,0
148869,0,1,1,0,0,17,0
148870,3,0,1,1,1,18,1
148872,0,0,1,3,0,26,0
148874,3,0,1,0,0,18,1
148877,3,1,1,0,1,0,0
148879,10,0,1,3,1,6,1
148882,7,2,0,0,0,4,0
148884,7,2,1,0,0,6,1
148885,10,0,1,0,0,14,1
148886,0,0,1,1,1,12,0
148895,3,2,1,3,1,7,0
148897,0,1,1,3,1,15,1
148898,7,0,1,3,1,7,1
148899,10,0,1,0,1,24,1
148901,9,1,2,0,1,24,1
148905,10,0,0,0,0,7,0
148907,10,2,1,1,0,4,1
148909,1,1,1,0,0,18,1
148911,3,1,2,3,1,17,1
148913,3,0,1,3,0,18,1
148917,0,1,1,1,1,18,0
148918,10,2,1,3,1,15,0
148919,0,1,1,3,1,15,1
148924,3,1,0,0,0,18,0
148925,5,1,1,0,0,17,0
148929,0,0,1,3,0,17,1
148930,3,1,2,0,0,7,0
148932,0,0,1,0,1,12,1
148935,3,0,1,1,1,12,1
148936,3,0,4,1,0,4,1
148937,0,1,1,3,0,15,0
148939,1,2,1,3,1,4,1
148940,10,0,1,1,1,0,0
148941,0,1,1,3,1,24,1
148942,10,2,1,3,1,17,1
148946,3,1,4,0,0,6,0
148947,0,0,1,3,0,15,1
148949,3,2,1,3,1,17,1
148950,0,1,1,1,1,12,0
148951,10,0,1,2,0,17,1
148952,0,0,1,3,0,17,1
148954,10,1,1,3,1,0,1
148960,5,1,0,0,1,7,1
148961,10,1,1,1,1,20,0
148964,6,1,1,3,1,20,0
148966,3,2,1,1,0,15,1
148967,0,0,1,3,0,22,1
148968,0,1,1,3,0,4,0
148970,3,1,1,3,0,4,1
148971,0,2,1,3,0,25,0
148972,7,1,1,3,0,7,1
148973,3,0,1,3,1,17,1
148978,0,2,1,1,0,4,1
148979,1,1,1,0,0,18,0
148982,0,1,1,1,0,11,1
148983,0,0,1,1,1,18,1
148986,2,0,1,3,1,18,1
148993,0,0,1,3,1,3,1
148994,10,1,1,0,1,17,1
148995,3,1,4,3,1,18,1
149000,3,1,1,3,1,18,0
149001,0,2,1,3,1,22,1
149002,7,1,1,1,1,18,0
149005,0,1,1,1,1,15,1
149008,0,1,1,0,0,25,1
149009,3,2,1,0,1,26,1
149012,0,2,1,3,0,4,0
149013,1,1,1,0,1,18,1
149014,2,0,1,0,1,17,0
149016,10,0,1,1,1,14,1
149018,0,0,1,0,1,15,1
149020,7,1,1,1,1,17,1
149021,9,0,2,1,0,8,1
149024,0,2,1,3,1,15,0
149026,9,0,4,3,1,15,1
149029,0,2,0,3,0,2,1
149030,10,2,1,1,1,12,0
149031,3,1,1,3,1,7,1
149032,10,2,1,3,1,17,1
149034,0,2,1,1,0,4,1
149036,3,1,1,0,0,18,0
149038,5,0,1,0,0,6,0
149040,10,1,1,3,1,17,0
149041,6,1,1,3,1,17,0
149042,7,1,1,1,1,18,0
149044,2,2,1,3,0,18,0
149045,0,0,1,1,0,15,1
149046,0,1,2,0,1,20,1
149047,10,0,0,3,1,17,1
149048,2,1,1,3,1,18,0
149053,5,0,2,0,0,8,0
149054,11,0,1,3,1,15,1
149056,5,1,1,0,1,11,0
149058,3,2,1,1,0,4,1
149059,7,2,1,3,1,19,1
149060,0,0,1,3,0,4,1
149062,0,1,2,0,1,22,1
149063,0,2,1,3,1,16,1
149070,3,1,1,0,1,7,1
149071,10,1,1,0,1,17,1
149074,0,0,1,0,1,15,1
149075,0,1,4,2,1,18,0
149082,10,1,0,0,0,2,0
149083,10,1,1,1,0,7,1
149085,0,2,4,3,1,15,1
149086,0,1,1,3,0,1,0
149088,10,1,1,0,1,18,1
149090,1,1,1,0,0,18,1
149093,3,0,1,3,0,12,1
149095,7,0,1,0,1,17,1
149098,0,0,1,0,1,5,0
149099,1,1,1,3,0,18,1
149101,0,1,1,1,1,18,1
149102,0,2,1,3,0,11,1
149109,3,0,4,0,0,17,0
149111,9,2,1,0,1,4,1
149112,0,1,0,0,1,7,1
149113,0,1,1,1,0,18,0
149115,0,0,1,3,1,15,1
149119,9,1,1,3,1,17,0
149120,7,2,4,3,1,21,0
149121,0,1,1,0,1,20,1
149122,11,1,1,0,1,18,0
149126,3,0,4,0,1,6,1
149127,0,0,4,1,0,15,1
149128,0,2,1,3,1,4,0
149129,0,0,1,1,0,12,1
149133,0,1,1,0,0,18,1
149134,1,1,1,3,1,0,1
149137,0,0,1,3,1,5,1
149138,3,2,1,1,1,15,1
149140,3,2,1,3,1,4,1
149142,3,2,1,3,1,17,0
149144,7,1,1,2,1,20,1
149146,0,2,1,3,0,15,0
149148,0,0,2,2,1,22,0
149149,2,2,0,0,0,1,0
149157,7,2,1,1,1,17,1
149158,10,2,2,3,0,18,1
149159,10,1,4,0,1,8,0
149163,0,0,1,0,1,12,0
149166,0,1,1,0,0,18,0
149167,7,2,1,3,1,14,1
149168,9,1,4,0,0,16,1
149169,1,1,1,0,0,23,1
149170,3,1,1,3,1,15,1
149172,0,0,1,0,0,5,0
149175,0,2,1,3,0,17,1
149176,1,0,1,1,1,18,1
149177,0,0,1,3,0,18,1
149178,10,0,1,3,0,3,1
149180,7,1,1,3,1,17,0
149185,10,0,1,1,1,15,1
149187,9,1,1,0,1,4,1
149188,3,2,1,1,0,11,1
149189,3,2,1,1,0,4,1
149192,3,1,0,3,0,18,0
149196,0,1,1,3,1,15,0
149197,1,2,1,3,1,17,1
149202,0,1,0,3,0,18,1
149204,3,0,1,3,1,4,0
149205,9,1,1,3,1,4,1
149206,3,2,1,0,1,17,0
149209,7,2,1,1,0,10,1
149210,4,0,1,3,0,2,1
149212,0,1,1,0,0,15,1
149213,10,1,1,3,1,24,0
149218,0,2,1,1,0,17,1
149219,9,1,1,3,0,17,1
149225,5,2,1,3,1,12,1
149231,7,1,0,3,1,17,0
149235,5,1,1,2,0,18,0
149236,7,1,1,3,1,11,1
149238,3,1,2,0,1,17,1
149243,3,0,1,3,1,4,1
149245,3,1,1,1,1,4,1
149248,9,1,1,3,1,4,1
149250,2,1,1,3,0,6,1
149252,10,1,1,1,0,0,1
149253,7,2,1,3,1,17,1
149254,0,1,1,0,0,17,1
149263,10,1,1,2,0,14,1
149264,0,1,1,1,1,15,0
149267,0,0,1,3,0,23,1
149268,0,1,1,0,1,18,1
149270,5,0,1,0,0,17,1
149271,0,1,1,0,1,25,1
149273,10,1,1,0,1,17,1
149276,10,1,1,3,1,14,0
149279,7,2,4,3,0,3,1
149283,0,0,3,1,0,17,1
149284,10,1,1,0,1,17,0
149285,0,0,1,0,1,17,0
149287,11,1,1,0,1,10,0
149289,0,1,2,0,1,12,0
149290,1,1,1,0,1,18,1
149292,10,0,2,0,1,17,1
149293,7,2,1,0,1,24,1
149294,10,1,1,1,0,18,0
149297,9,0,1,3,1,4,1
149299,10,0,0,3,0,14,1
149301,3,1,1,3,1,18,0
149302,10,0,1,3,1,7,1
149303,0,1,1,3,0,26,1
149305,7,1,1,0,0,7,0
149308,0,1,1,3,1,12,0
149317,10,1,1,0,0,24,1
149318,0,0,1,0,0,24,1
149319,0,1,1,0,1,18,1
149320,3,1,1,3,1,6,1
149322,9,1,1,3,0,4,1
149323,3,1,0,0,0,7,0
149327,0,1,1,0,1,18,0
149328,4,0,1,1,0,17,1
149331,2,1,1,3,0,17,1
149332,0,2,1,1,1,15,0
149333,3,2,1,1,1,17,1
149334,5,0,2,0,1,6,1
149335,1,1,1,3,0,18,0
149336,0,0,1,1,0,7,1
149338,5,1,1,0,1,18,1
149341,10,1,1,0,0,17,0
149342,0,1,2,0,1,7,0
149343,0,0,1,3,1,15,1
149345,9,2,1,3,0,11,0
149347,0,0,1,0,0,23,0
149354,2,2,1,1,0,1,1
149356,10,1,4,3,1,24,1
149357,10,1,0,3,1,18,1
149358,6,1,2,0,1,17,0
149359,0,1,1,3,1,17,1
149361,7,2,1,3,0,17,1
149365,3,0,0,0,0,8,1
149366,3,1,4,0,1,12,0
149367,7,0,1,3,1,7,1
149369,10,0,0,3,1,17,1
149370,10,1,4,0,1,17,0
149373,0,0,1,3,1,4,1
149374,7,1,1,0,1,18,0
149376,3,1,0,0,0,1,0
149377,0,0,1,3,1,15,1
149379,2,0,1,0,0,18,1
149381,2,2,1,3,0,18,1
149383,0,0,1,3,0,15,0
149384,3,2,1,1,0,12,1
149387,9,1,1,1,1,3,1
149388,9,2,1,1,1,17,1
149389,10,0,1,3,1,18,1
149390,7,0,1,0,1,17,1
149395,10,0,1,0,1,17,0
149397,0,0,1,1,0,15,1
149399,10,1,1,0,0,4,1
149401,0,2,1,1,1,23,1
149403,9,1,0,3,1,17,1
149404,7,0,1,1,1,12,1
149405,0,1,1,0,1,24,1
149406,3,1,1,3,0,18,1
149408,3,1,1,1,1,4,1
149411,10,0,1,3,1,17,0
149412,9,0,1,1,0,17,1
149415,5,1,1,0,0,15,1
149416,1,1,2,3,0,18,1
149417,0,0,0,0,0,17,0
149419,2,0,2,0,0,17,1
149420,7,0,1,1,0,12,1
149421,10,0,1,1,0,3,0
149422,3,1,2,3,1,6,0
149424,0,1,4,0,0,18,1
149425,10,1,1,0,0,25,0
149426,0,0,1,1,0,17,1
149427,7,0,1,3,0,6,0
149428,3,0,0,3,0,12,1
149429,2,1,1,3,1,6,1
149433,3,0,1,3,1,17,1
149435,10,1,1,3,1,6,1
149436,10,2,1,0,1,24,0
149437,0,1,4,0,1,17,0
149441,0,1,1,3,1,7,1
149445,9,0,1,3,0,12,1
149446,7,0,1,0,0,13,1
149448,2,0,1,0,0,6,0
149449,7,2,1,0,1,23,1
149451,3,1,1,0,1,5,1
149454,3,0,0,0,1,12,0
149457,0,2,1,3,0,16,0
149458,10,0,1,0,1,17,0
149459,10,2,1,1,0,3,1
149467,0,0,2,0,1,3,1
149469,7,0,1,1,1,6,1
149470,0,1,1,3,1,18,1
149474,3,0,1,3,0,15,1
149475,11,1,1,1,0,13,0
149477,10,1,1,3,1,23,0
149479,3,2,1,1,0,14,0
149480,7,0,1,0,1,12,1
149481,0,0,1,0,1,17,0
149485,0,1,0,1,0,15,0
149490,3,2,1,0,1,4,0
149492,3,2,1,1,0,6,1
149498,0,0,4,3,1,15,1
149506,3,0,1,1,0,4,1
149507,2,1,1,3,1,12,1
149510,3,1,1,0,1,7,1
149511,3,0,1,3,1,14,1
149515,5,0,1,1,1,17,1
149517,0,2,1,0,0,17,1
149520,0,1,1,1,0,15,1
149521,9,1,1,3,1,17,1
149524,1,2,1,0,0,26,1
149526,0,2,1,0,0,17,1
149531,10,0,0,0,0,17,0
149533,10,2,2,3,0,26,0
149535,5,2,1,1,1,17,1
149536,0,2,1,1,1,10,1
149538,0,1,1,3,0,12,0
149540,10,2,1,3,1,15,1
149541,0,1,1,3,1,17,1
149542,10,1,1,1,0,17,0
149547,0,2,1,1,0,12,1
149548,7,0,3,3,1,7,0
149550,0,1,1,0,0,24,1
149551,2,1,1,3,0,18,0
149552,7,2,1,1,1,15,1
149554,3,2,3,1,1,14,0
149556,11,2,1,1,0,15,1
149557,0,1,1,0,1,12,0
149558,9,1,1,0,1,17,1
149559,0,0,1,0,1,5,1
149566,0,2,1,0,1,4,1
149567,0,1,4,3,0,15,1
149568,0,0,4,3,0,17,0
149569,0,1,1,3,1,6,0
149572,10,0,1,3,1,17,1
149573,7,2,1,3,1,17,1
149574,0,0,2,0,0,12,1
149576,11,1,1,0,1,15,1
149577,3,0,1,3,1,17,1
149578,0,0,1,3,1,15,1
149580,0,1,1,2,0,24,1
149581,10,1,1,3,0,7,0
149583,0,0,1,0,1,17,0
149584,0,0,2,2,0,4,0
149585,2,2,1,0,0,6,1
149587,2,0,4,3,0,17,1
149588,1,1,1,1,0,18,0
149589,3,0,1,3,0,17,0
149590,3,0,1,3,1,7,0
149591,0,0,4,3,1,5,0
149594,0,1,2,1,1,18,1
149596,0,2,1,1,1,7,0
149597,10,0,0,3,0,17,1
149598,3,0,1,0,1,16,1
149599,3,2,1,0,0,17,1
149601,2,2,0,1,1,17,1
149603,9,0,1,0,0,7,1
149604,11,2,1,1,1,10,1
149606,7,1,1,0,0,18,1
149607,3,2,1,3,0,0,1
149608,0,0,1,3,1,17,1
149609,10,0,1,0,0,15,1
149611,1,1,1,3,0,18,1
149615,7,1,4,1,1,17,1
149616,0,1,2,0,0,15,0
149618,0,1,1,3,1,12,0
149622,10,2,1,3,0,2,1
149623,0,1,1,0,1,17,1
149625,0,2,1,0,0,20,1
149629,3,2,1,3,1,17,1
149630,5,1,1,1,1,17,1
149634,0,0,4,0,1,18,1
