PrimaryColor,PrimaryBreed,IntakeInternalStatus,IntakeAsilomarStatus,ReproductiveStatusAtIntake,OutcomeType,AgeInMonths,DurationInShelter,BreedCategory,Pet_age_category,Binary_outcome,Sex,pet_id
BROWN,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,FERTILE,TRANSFER,11.97,-255.0,Pure,Young,Deny,Female,34156
WHITE,POODLE - TOY,NORMAL,HEALTHY,FERTILE,ADOPTION,36.5,-30.0,Two,Adult,Take,Male,34157
YELLOW,LABRADOR RETRIEVER,EMACIATED,HEALTHY,FERTILE,TRANSFER,129.37,-225.0,Pure,Senior,Deny,Male,34158
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,10.57,-315.0,Two,Young,Take,Female,34159
TAN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSPORT,24.37,-11.0,Mix,Adult,Deny,Male,34160
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,82.37,0.0,Mix,Adult,Deny,Male,34161
TAN,POMERANIAN,NORMAL,HEALTHY,FERTILE,ADOPTION,31.93,-225.0,Pure,Adult,Take,Female,34162
BROWN BRINDLE,MASTIFF,NORMAL,HEALTHY,FERTILE,ADOPTION,7.1,-99.0,Two,Young,Take,Female,34163
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,24.17,22.0,Pure,Adult,Take,Female,34164
WHITE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,70.0,Mix,Young,Take,Female,34165
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,TRANSFER,12.67,214.0,Pure,Young,Deny,Male,34166
GRAY,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,5.1,16.0,Pure,Baby,Take,Female,34167
RED,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,26.73,0.0,Pure,Adult,Deny,Female,34168
BLUE,AMERICAN STAFFORDSHIRE TERRIER,HEARTWORM,HEALTHY,ALTERED,FOSTER,39.8,44.0,Pure,Adult,Deny,Female,34169
WHITE,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,TRANSFER,5.77,16.0,Two,Baby,Deny,Male,34170
GRAY,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,59.37,153.0,Pure,Adult,Take,Male,34171
RED,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.5,80.0,Pure,Adult,Take,Male,34172
BROWN,LABRADOR RETRIEVER,OTHER,HEALTHY,FERTILE,ADOPTION,0.2,192.0,Two,Baby,Take,Male,34173
BROWN BRINDLE,STAFFORDSHIRE BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,29.17,2.0,Pure,Adult,Take,Female,34174
BROWN BRINDLE,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,6.67,-139.0,Mix,Young,Deny,Female,34175
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.37,87.0,Pure,Adult,Take,Male,34176
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.07,-77.0,Two,Baby,Take,Female,34177
BLACK,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,8.1,9.0,Two,Young,Take,Male,34178
TAN,SHIH TZU,NORMAL,HEALTHY,FERTILE,TRANSFER,60.9,255.0,Pure,Adult,Deny,Male,34179
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.07,27.0,Two,Baby,Take,Female,34180
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,0.07,153.0,Pure,Baby,Take,Male,34181
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.37,9.0,Pure,Adult,Take,Female,34182
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,FOSTER,12.17,291.0,Pure,Young,Deny,Male,34183
BLACK,COLLIE - ROUGH,NORMAL,HEALTHY,FERTILE,RELEASED,24.57,0.0,Mix,Adult,Deny,Male,34184
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.03,25.0,Mix,Baby,Take,Female,34185
BROWN,BASSET HOUND,NORMAL,HEALTHY,FERTILE,TRANSFER,25.9,22.0,Two,Adult,Deny,Male,34186
BLUE,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,ADOPTION,-0.97,91.0,Pure,,Take,Male,34187
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,ALTERED,TRANSFER,68.03,-174.0,Two,Adult,Deny,Female,34188
WHITE,MALTESE,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-21.0,Two,Young,Take,Male,34189
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSPORT,0.1,96.0,Mix,Baby,Deny,Male,34190
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,7.0,Pure,Adult,Deny,Male,34191
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,36.5,2.0,Two,Adult,Take,Male,34192
FAWN,PUG,NORMAL,HEALTHY,FERTILE,FOSTER,24.33,213.0,Pure,Adult,Deny,Male,34193
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,RELEASED,2.77,0.0,Mix,Baby,Deny,Female,34194
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,11.0,Two,Adult,Take,Male,34195
WHITE,PIT BULL TERRIER,EMACIATED,HEALTHY,FERTILE,ADOPTION,5.1,52.0,Pure,Baby,Take,Male,34196
WHITE,GREAT PYRENEES,NORMAL,HEALTHY,ALTERED,ADOPTION,21.1,5.0,Two,Young,Take,Female,34197
WHITE,SHIH TZU,NORMAL,HEALTHY,FERTILE,RELEASED,15.53,0.0,Pure,Young,Deny,Female,34198
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,6.17,45.0,Two,Young,Take,Male,34199
WHITE,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,26.67,46.0,Pure,Adult,Take,Female,34200
RED,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,EUTH,30.47,1.0,Pure,Adult,Deny,Female,34201
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,EUTH,11.87,15.0,Pure,Young,Deny,Female,34202
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,17.27,2.0,Mix,Young,Deny,Male,34203
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,7.13,0.0,Two,Young,Deny,Female,34204
BLACK,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,FOSTER,24.37,66.0,Pure,Adult,Deny,Male,34205
WHITE,POODLE - MINIATURE,NORMAL,HEALTHY,FERTILE,TRANSFER,146.1,11.0,Pure,Senior,Deny,Male,34206
WHITE,PIT BULL TERRIER,SICK,HEALTHY,FERTILE,ADOPTION,126.43,-110.0,Pure,Senior,Take,Male,34207
WHITE,BOXER,NORMAL,HEALTHY,FERTILE,TRANSFER,0.23,-120.0,Mix,Baby,Deny,Male,34208
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,ADOPTION,8.47,-191.0,Mix,Young,Take,Female,34209
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.37,384.0,Mix,Young,Take,Male,34210
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,63.57,-80.0,Pure,Adult,Take,Male,34211
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,TRANSFER,-7.67,254.0,Mix,,Deny,Female,34212
TAN,PIT BULL TERRIER,FEARFUL,HEALTHY,FERTILE,EUTH,48.7,5.0,Two,Adult,Deny,Female,34213
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,2.07,6.0,Mix,Baby,Deny,Female,34214
BROWN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,EUTH,48.7,5.0,Pure,Adult,Deny,Female,34215
WHITE,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSPORT,6.07,1.0,Two,Young,Deny,Female,34216
TRICOLOR,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,1.5,7.0,Two,Baby,Take,Female,34217
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,30.1,3.0,Mix,Adult,Take,Male,34218
BLACK,DOBERMAN PINSCHER,NORMAL,HEALTHY,FERTILE,TRANSPORT,57.67,33.0,Two,Adult,Deny,Male,34219
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,RELEASED,0.17,0.0,Pure,Baby,Deny,Female,34220
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.33,7.0,Two,Baby,Take,Female,34221
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,ADOPTION,20.77,-77.0,Mix,Young,Take,Female,34222
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,3.57,-250.0,Pure,Baby,Deny,Male,34223
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,32.17,19.0,Pure,Adult,Take,Female,34224
BROWN,PIT BULL TERRIER,NURSING,HEALTHY,FERTILE,FOSTER,8.47,0.0,Mix,Young,Deny,Female,34225
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,10.13,109.0,Two,Young,Take,Male,34226
GRAY,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,15.2,1.0,Pure,Young,Deny,Female,34227
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,ADOPTION,8.9,11.0,Mix,Young,Take,Female,34228
WHITE,GREAT PYRENEES,NORMAL,HEALTHY,FERTILE,TRANSPORT,4.43,0.0,Pure,Baby,Deny,Female,34229
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,8.6,15.0,Mix,Young,Deny,Male,34230
RED,GOLDEN RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,12.03,0.0,Pure,Young,Deny,Female,34231
WHITE,BORDER COLLIE,FEARFUL,HEALTHY,FERTILE,TRANSPORT,36.5,12.0,Pure,Adult,Deny,Male,34232
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,30.53,38.0,Mix,Adult,Take,Female,34233
BLACK,FLAT-COATED RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,11.93,-222.0,Mix,Young,Deny,Female,34234
CHOCOLATE,AMERICAN PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,92.0,Pure,Adult,Take,Female,34235
BUFF,CHOW CHOW,OTHER,HEALTHY,FERTILE,ADOPTION,0.2,66.0,Mix,Baby,Take,Male,34236
BROWN,AMERICAN FOXHOUND,NORMAL,HEALTHY,FERTILE,ADOPTION,6.03,6.0,Mix,Young,Take,Female,34237
BLACK,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.37,-29.0,Pure,Adult,Take,Female,34238
CHOCOLATE,CHINESE SHARPEI,NORMAL,HEALTHY,FERTILE,ADOPTION,10.13,88.0,Two,Young,Take,Female,34239
BLACK,AMERICAN BULLDOG,NORMAL,HEALTHY,FERTILE,ADOPTION,5.1,184.0,Two,Baby,Take,Male,34240
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,1.0,0.0,Pure,Baby,Deny,Male,34241
RED,BOXER,NORMAL,HEALTHY,FERTILE,RELEASED,67.2,0.0,Pure,Adult,Deny,Female,34242
BLACK,DACHSHUND,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,101.0,Mix,Young,Take,Female,34243
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,12.2,-227.0,Pure,Young,Deny,Female,34244
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,TRANSFER,36.53,-228.0,Pure,Adult,Deny,Male,34245
TAN,POMERANIAN,AGED,TREATABLE/MANAGEABLE,FERTILE,ADOPTION,109.57,8.0,Pure,Senior,Take,Female,34246
BROWN,POMERANIAN,NORMAL,HEALTHY,ALTERED,ADOPTION,76.87,10.0,Pure,Adult,Take,Male,34247
BLACK,POODLE - TOY,FEARFUL,HEALTHY,FERTILE,ADOPTION,69.3,-152.0,Pure,Adult,Take,Male,34248
BUFF,POODLE - TOY,OTHER,HEALTHY,ALTERED,TRANSPORT,67.17,-75.0,Pure,Adult,Deny,Male,34249
CREAM,SHIH TZU,OTHER,HEALTHY,FERTILE,TRANSPORT,12.2,7.0,Pure,Young,Deny,Male,34250
TAN,PUG,NORMAL,HEALTHY,FERTILE,ADOPTION,17.9,28.0,Two,Young,Take,Female,34251
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.53,-115.0,Two,Baby,Take,Male,34252
WHITE,SHIH TZU,NORMAL,HEALTHY,FERTILE,ADOPTION,12.0,9.0,Mix,Young,Take,Female,34253
BROWN,BASENJI,NORMAL,HEALTHY,FERTILE,ADOPTION,17.87,97.0,Two,Young,Take,Male,34254
TRICOLOR,RAT TERRIER,FEARFUL,HEALTHY,FERTILE,ADOPTION,13.23,35.0,Pure,Young,Take,Female,34255
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,62.93,17.0,Mix,Adult,Take,Female,34256
BROWN,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,RELEASED,73.03,0.0,Mix,Adult,Deny,Male,34257
BROWN,AUSTRALIAN CATTLE DOG,FEARFUL,HEALTHY,FERTILE,TRANSPORT,29.97,-169.0,Mix,Adult,Deny,Male,34258
TAN,CHIHUAHUA - SMOOTH COATED,AGED,TREATABLE/MANAGEABLE,FERTILE,ADOPTION,83.4,-68.0,Pure,Adult,Take,Female,34259
WHITE,ENGLISH POINTER,NORMAL,HEALTHY,FERTILE,TRANSFER,72.5,22.0,Two,Adult,Deny,Female,34260
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,212.0,Mix,Adult,Deny,Male,34261
BROWN,GERMAN SHEPHERD DOG,FEARFUL,HEALTHY,FERTILE,TRANSFER,36.23,12.0,Pure,Adult,Deny,Male,34262
BLACK,SIBERIAN HUSKY,NORMAL,HEALTHY,FERTILE,RELEASED,36.53,0.0,Mix,Adult,Deny,Male,34263
RED,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-255.0,Two,Young,Take,Female,34264
BLACK,DACHSHUND - LONGHAIRED,AGED,TREATABLE/MANAGEABLE,FERTILE,TRANSPORT,85.2,-16.0,Mix,Senior,Deny,Female,34265
RED,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,-171.0,Two,Adult,Take,Female,34266
RED,POMERANIAN,AGED,TREATABLE/MANAGEABLE,ALTERED,TRANSPORT,131.1,1.0,Pure,Senior,Deny,Male,34267
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,12.2,-92.0,Pure,Young,Deny,Male,34268
BROWN,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,FOSTER,36.53,5.0,Mix,Adult,Deny,Female,34269
BLACK,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,RELEASED,12.2,0.0,Mix,Young,Deny,Female,34270
RED,BOXER,NORMAL,HEALTHY,FERTILE,RELEASED,73.07,0.0,Pure,Adult,Deny,Female,34271
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,194.0,Two,Young,Take,Female,34272
BLUE MERLE,AUSTRALIAN CATTLE DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,3.07,0.0,Two,Baby,Deny,Female,34273
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,2.6,3.0,Mix,Baby,Take,Male,34274
TAN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,10.7,-105.0,Mix,Young,Take,Male,34275
RED,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,29.4,122.0,Pure,Adult,Take,Male,34276
GRAY,POODLE - MINIATURE,NORMAL,HEALTHY,FERTILE,TRANSPORT,12.17,222.0,Two,Young,Deny,Male,34277
BROWN,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,10.53,31.0,Pure,Young,Take,Male,34278
BLACK,BORDER COLLIE,NORMAL,HEALTHY,FERTILE,ADOPTION,6.4,92.0,Two,Young,Take,Male,34279
RED,SILKY TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,73.07,272.0,Two,Adult,Take,Male,34280
GRAY,HAVANESE,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,10.0,Pure,Young,Take,Male,34281
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,9.17,0.0,Mix,Young,Take,Male,34282
TAN,PUG,NORMAL,HEALTHY,FERTILE,ADOPTION,17.2,213.0,Two,Young,Take,Male,34283
RED,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,48.7,7.0,Two,Adult,Take,Male,34284
BLACK,BEAGLE,NURSING,HEALTHY,FERTILE,FOSTER,0.0,166.0,Mix,,Deny,Female,34285
WHITE,MALTESE,NORMAL,HEALTHY,FERTILE,ADOPTION,18.87,-201.0,Mix,Young,Take,Male,34286
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,73.07,336.0,Pure,Adult,Take,Female,34287
BROWN,BEAGLE,INJURED,HEALTHY,FERTILE,ADOPTION,36.53,-275.0,Mix,Adult,Take,Male,34288
BLACK,DACHSHUND,NORMAL,HEALTHY,FERTILE,ADOPTION,12.03,6.0,Two,Young,Take,Female,34289
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,11.93,-87.0,Two,Young,Take,Female,34290
LIVER,SCHNAUZER - MINIATURE,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,2.0,Pure,Adult,Take,Male,34291
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,133.0,Pure,Adult,Take,Male,34292
BROWN BRINDLE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.5,263.0,Pure,Adult,Take,Male,34293
BLACK,MASTIFF,AGG PEOPLE,HEALTHY,FERTILE,ADOPTION,36.53,232.0,Mix,Adult,Take,Female,34294
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,ADOPTION,7.87,7.0,Pure,Young,Take,Male,34295
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,ADOPTION,37.23,0.0,Pure,Adult,Take,Male,34296
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,FOSTER,0.93,0.0,Pure,Baby,Deny,Male,34297
WHITE,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,ADOPTION,5.73,31.0,Mix,Baby,Take,Male,34298
WHITE,STAFFORDSHIRE BULL TERRIER,NORMAL,HEALTHY,ALTERED,FOSTER,31.17,33.0,Mix,Adult,Deny,Male,34299
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,5.0,74.0,Pure,Baby,Take,Male,34300
BROWN,COLLIE - ROUGH,NORMAL,HEALTHY,FERTILE,FOSTER,2.3,1.0,Two,Baby,Deny,Male,34301
RED TICKED,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,6.07,-11.0,Mix,Young,Take,Male,34302
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,62.0,Mix,Adult,Take,Male,34303
TAN,SHIH TZU,NORMAL,HEALTHY,FERTILE,TRANSPORT,5.17,131.0,Mix,Baby,Deny,Male,34304
SABLE,SHETLAND SHEEPDOG,NORMAL,HEALTHY,FERTILE,ADOPTION,2.63,-173.0,Pure,Baby,Take,Male,34305
TRICOLOR,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.1,-31.0,Mix,Young,Take,Female,34306
TAN,DACHSHUND - WIREHAIRED,NORMAL,HEALTHY,ALTERED,ADOPTION,24.73,7.0,Pure,Adult,Take,Male,34307
TAN,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,-192.0,Mix,Adult,Take,Female,34308
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,14.43,63.0,Pure,Young,Take,Female,34309
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSPORT,12.17,97.0,Mix,Young,Deny,Male,34310
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSPORT,36.53,-108.0,Pure,Adult,Deny,Female,34311
WHITE,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,ADOPTION,11.83,62.0,Two,Young,Take,Male,34312
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,11.0,Pure,Young,Take,Female,34313
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.03,30.0,Two,Baby,Take,Female,34314
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,TRANSFER,8.07,-104.0,Mix,Young,Deny,Male,34315
WHITE,PARSON (JACK) RUSSELL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,8.1,13.0,Mix,Young,Take,Male,34316
BROWN BRINDLE,MASTIFF,NORMAL,HEALTHY,FERTILE,ADOPTION,-1.73,130.0,Pure,,Take,Male,34317
TAN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,RELEASED,6.13,0.0,Mix,Young,Deny,Female,34318
BLACK,PUG,NORMAL,HEALTHY,ALTERED,TRANSFER,35.53,-77.0,Pure,Adult,Deny,Male,34319
WHITE,WEST HIGHLAND WHITE TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,48.7,-21.0,Mix,Adult,Take,Male,34320
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,7.37,22.0,Pure,Young,Take,Male,34321
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,TRANSFER,1.83,18.0,Two,Baby,Deny,Female,34322
TAN,CAIRN TERRIER,NORMAL,HEALTHY,FERTILE,TRANSPORT,24.37,303.0,Mix,Adult,Deny,Male,34323
BROWN,CAIRN TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,106.0,Pure,Adult,Take,Female,34324
WHITE,PIT BULL TERRIER,OTHER,HEALTHY,FERTILE,EUTH,99.3,24.0,Pure,Senior,Deny,Male,34325
TAN,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,36.53,-104.0,Pure,Adult,Take,Female,34326
BROWN,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,-7.77,30.0,Mix,,Take,Female,34327
TRICOLOR,AMERICAN FOXHOUND,NORMAL,HEALTHY,ALTERED,ADOPTION,20.23,98.0,Pure,Young,Take,Male,34328
BLACK,AUSTRALIAN SHEPHERD,NORMAL,HEALTHY,FERTILE,ADOPTION,1.97,2.0,Pure,Baby,Take,Female,34329
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,TRANSFER,25.93,-229.0,Mix,Adult,Deny,Female,34330
BLACK,POODLE - MINIATURE,OTHER,HEALTHY,FERTILE,ADOPTION,35.3,66.0,Pure,Adult,Take,Male,34331
BLACK,RAT TERRIER,NORMAL,HEALTHY,FERTILE,ADOPTION,24.33,20.0,Two,Adult,Take,Female,34332
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,RELEASED,12.17,0.0,Pure,Young,Deny,Male,34333
TRICOLOR,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,0.67,39.0,Mix,Baby,Take,Male,34334
WHITE,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,TRANSFER,24.33,37.0,Mix,Adult,Deny,Male,34335
RED,REDBONE COONHOUND,NORMAL,HEALTHY,FERTILE,ADOPTION,12.2,69.0,Pure,Young,Take,Female,34336
WHITE,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,ALTERED,TRANSPORT,27.57,29.0,Pure,Adult,Deny,Female,34337
WHITE,PIT BULL TERRIER,NORMAL,HEALTHY,FERTILE,RELEASED,24.37,1.0,Pure,Adult,Deny,Male,34338
GOLD,POODLE - MINIATURE,OTHER,HEALTHY,FERTILE,ADOPTION,0.17,125.0,Mix,Baby,Take,Male,34339
BLACK,AKITA,OTHER,HEALTHY,FERTILE,TRANSPORT,41.97,-126.0,Mix,Adult,Deny,Female,34340
BLACK,GERMAN SHEPHERD DOG,NORMAL,HEALTHY,FERTILE,ADOPTION,15.67,-76.0,Mix,Young,Take,Male,34341
BLACK,SCHNAUZER - MINIATURE,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,-81.0,Pure,Young,Take,Male,34342
BLACK,BEAGLE,NORMAL,HEALTHY,FERTILE,FOSTER,2.53,1.0,Mix,Baby,Deny,Female,34343
GOLD,BEAGLE,NORMAL,HEALTHY,ALTERED,ADOPTION,4.6,61.0,Two,Baby,Take,Male,34344
BLUE,PIT BULL TERRIER,NORMAL,HEALTHY,ALTERED,TRANSPORT,37.7,13.0,Pure,Adult,Deny,Female,34345
BLUE,AMERICAN BULLDOG,NORMAL,HEALTHY,FERTILE,ADOPTION,36.5,183.0,Pure,Adult,Take,Female,34346
BROWN,BOXER,NORMAL,HEALTHY,FERTILE,ADOPTION,5.37,-82.0,Two,Baby,Take,Male,34347
CHOCOLATE,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,2.33,61.0,Pure,Baby,Take,Male,34348
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,ALTERED,ADOPTION,-0.53,0.0,Mix,,Take,Male,34349
BROWN,BEAGLE,NORMAL,HEALTHY,FERTILE,ADOPTION,24.17,58.0,Mix,Adult,Take,Female,34350
RED,REDBONE COONHOUND,INJURED,HEALTHY,FERTILE,ADOPTION,24.37,-9.0,Pure,Adult,Take,Female,34351
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.47,113.0,Mix,Young,Take,Male,34352
SILVER,CHIHUAHUA - SMOOTH COATED,NORMAL,HEALTHY,FERTILE,ADOPTION,-4.3,39.0,Two,,Take,Female,34353
BROWN,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,4.57,280.0,Two,Baby,Take,Male,34354
TAN,PIT BULL TERRIER,INJURED,HEALTHY,FERTILE,ADOPTION,36.53,-156.0,Mix,Adult,Take,Male,34355
BLACK,JACK RUSS TER,NORMAL,HEALTHY,FERTILE,ADOPTION,13.93,-89.0,Pure,Young,Take,Male,34356
BLACK,LABRADOR RETRIEVER,NORMAL,HEALTHY,FERTILE,ADOPTION,12.17,8.0,Mix,Young,Take,Female,34357
RED,CAROLINA DOG,FEARFUL,HEALTHY,ALTERED,ADOPTION,9.0,2.0,Pure,Young,Take,Male,34358
