Name,Breed,Color,Sex,Size,DateOfBirth,IntakeDate,OutcomeDate,DaysinShelter,IntakeType,OutcomeType
BUZZ,PIT BULL/MIX,BROWN,Neutered,MED,09/19/2007,09/19/2017,09/19/2017,0,STRAY,RETURN TO OWNER
ROMEO,CHIHUAHUA SH/MIX,BROWN/BLACK,Neutered,SMALL,11/21/2010,11/21/2014,2/12/2014,11,STRAY,RETURN TO OWNER
*TWIGGY,CHIHUAHUA SH,TAN,Spayed,TOY,4/2/2016,01/13/2017,7/2/2017,25,STRAY,ADOPTION
JAZZ,LABRADOR RETR,BLACK,Neutered,LARGE,5/3/2014,1/3/2015,1/3/2015,0,STRAY,RETURN TO OWNER
MILO,RAT TERRIER,TRICOLOR,Male,SMALL,07/20/2013,05/28/2014,05/28/2014,0,STRAY,RETURN TO OWNER
ELSA,PIT BULL,BL BRINDLE,Female,LARGE,11/8/2014,11/8/2015,11/8/2015,0,STRAY,RETURN TO OWNER
LUNA,GERM SHEPHERD,TAN/BLACK,Female,LARGE,11/10/2013,7/6/2015,06/17/2015,10,QUARANTINE,EUTHANIZE
LUCERO,YORKSHIRE TERR/CAVALIER SPAN,WHITE/TAN,Female,SMALL,2/10/2014,2/7/2015,7/7/2015,5,OWNER SURRENDER,RETURN TO OWNER
DIXIE,LABRADOR RETR/MIX,BLACK,Spayed,MED,09/30/2013,03/25/2014,03/26/2014,1,STRAY,RETURN TO OWNER
ZIGGY,BOSTON TERRIER,TAN/WHITE,Neutered,SMALL,08/27/2016,12/17/2016,12/28/2016,11,STRAY,ADOPTION
*TODD,AUST CATTLE DOG/GREAT DANE,WHITE/BLACK,Neutered,LARGE,01/17/2014,9/7/2015,9/9/2015,62,STRAY,ADOPTION
NEMO,SIBERIAN HUSKY,BLACK/WHITE,Male,LARGE,10/24/2000,08/19/2015,08/25/2015,6,STRAY,RETURN TO OWNER
GABIOTA,GERM SHEPHERD,WHITE,Female,MED,8/10/2014,8/10/2016,8/10/2016,0,STRAY,RETURN TO OWNER
MEANEY,CANE CORSO/MASTIFF,BL BRINDLE/WHITE,Neutered,LARGE,7/1/2018,01/17/2019,01/22/2019,5,OWNER SURRENDER,RETURN TO OWNER
*SAMPSON,PIT BULL/MIX,WHITE/BLACK,Neutered,MED,9/3/2014,12/8/2014,11/29/2014,109,STRAY,ADOPTION
,MALTESE/MIX,BUFF,Male,SMALL,,02/22/2019,02/28/2019,6,STRAY,TRANSFER
CHARLIE,LABRADOR RETR,YELLOW,Neutered,LARGE,3/8/2017,3/4/2018,04/17/2018,14,STRAY,ADOPTION
MIA,SHIH TZU,CREAM/BLACK,Spayed,SMALL,08/14/2015,1/6/2019,06/26/2019,25,STRAY,ADOPTION
,WEIMARANER,GRAY,Neutered,LARGE,,9/1/2018,01/18/2018,9,STRAY,TRANSFER
*TEDDY,WELSH CORGI CAR,BLACK/WHITE,Neutered,SMALL,07/13/2010,07/13/2016,08/16/2016,34,STRAY,ADOPTION
,ALASKAN HUSKY,BLACK/WHITE,Female,LARGE,,02/19/2019,4/3/2019,13,STRAY,TRANSFER
,ROTTWEILER,BLACK/TAN,Unknown,PUPPY,03/18/2018,03/19/2018,03/20/2018,1,STRAY,TRANSFER
MIA,MALTESE/MIX,BUFF,Spayed,SMALL,04/21/2011,04/21/2014,04/23/2014,2,STRAY,RETURN TO OWNER
MIDNIGHT,PITT BULL & LAB,BLACK,Neutered,MED,01/21/2011,5/11/2015,6/11/2015,1,STRAY,RETURN TO OWNER
ROCCO,PIT BULL,BLUE/WHITE,Neutered,LARGE,02/24/2012,02/23/2016,02/24/2016,1,QUARANTINE,RETURN TO OWNER
CHARLIE,GOLDEN RETR,GOLD,Neutered,LARGE,10/27/2014,7/5/2018,,0,CONFISCATE,
PRINCESS,CHIHUAHUA SH,TAN/WHITE,Female,TOY,08/30/2008,08/29/2016,2/9/2016,4,STRAY,RETURN TO OWNER
,CHIHUAHUA SH/MIX,BROWN/WHITE,Female,SMALL,03/31/2007,03/29/2019,6/4/2019,8,STRAY,TRANSFER
RAGGEDY ANN,POMERANIAN/ITAL GREYHOUND,BRN MERLE/WHITE,Spayed,SMALL,08/22/2015,10/23/2015,11/14/2015,22,OWNER SURRENDER,ADOPTION
*GUS,LABRADOR RETR/MIX,BLACK,Neutered,LARGE,12/4/2014,12/8/2014,08/26/2014,14,STRAY,ADOPTION
*BRODIE,GERM SHEPHERD,BROWN/BLACK,Neutered,LARGE,4/12/2011,12/4/2014,04/18/2014,6,OWNER SURRENDER,TRANSFER
*ARCHY,MIN PINSCHER/MIX,TRICOLOR,Neutered,SMALL,1/11/2015,08/24/2016,09/13/2016,20,STRAY,ADOPTION
ROCKIE,LABRADOR RETR,BLACK/WHITE,Neutered,LARGE,1/7/2016,5/4/2018,04/17/2018,12,OWNER SURRENDER,EUTHANIZE
OPIE,AUST SHEPHERD/MIX,BLACK/BROWN,Neutered,LARGE,12/4/2016,12/22/2016,05/30/2017,159,STRAY,ADOPTION
WOLFGANG,POMERANIAN,WHITE/BROWN,Neutered,,1/12/2003,01/28/2019,01/28/2019,0,STRAY,RETURN TO OWNER
*JC,PIT BULL,GRAY/WHITE,Neutered,PUPPY,07/17/2019,09/27/2019,7/10/2019,10,OWNER SURRENDER,TRANSFER
COLT,AUST KELPIE,BROWN,Neutered,MED,03/27/2007,12/11/2015,11/13/2015,1,STRAY,RETURN TO OWNER
SPARKY,RAT TERRIER/AUST CATTLE DOG,BLACK/WHITE,Neutered,SMALL,01/16/2010,01/28/2016,2/2/2016,5,ADOPTION RETURN,ADOPTION
LUCY,PIT BULL/LABRADOR RETR,BL BRINDLE,Spayed,MED,01/15/2011,08/17/2014,08/22/2014,5,CONFISCATE,RETURN TO OWNER
PALOMA,POODLE MIN/MIX,WHITE,Female,SMALL,,08/18/2015,08/20/2015,2,STRAY,RETURN TO OWNER
*RAINBOW,PIT BULL/MIX,BLUE/WHITE,Spayed,MED,03/18/2014,07/28/2015,08/13/2015,16,ADOPTION RETURN,ADOPTION
LUNA,LABRADOR RETR/DOBERMAN PINSCH,BLACK,Spayed,MED,7/3/2015,03/31/2018,7/4/2018,7,STRAY,RETURN TO OWNER
,CAIRN TERRIER/MIX,BLACK,Female,SMALL,,07/24/2017,07/24/2017,0,STRAY,EUTHANIZE
DIAMOND,PIT BULL,BL BRINDLE/WHITE,Spayed,LARGE,07/17/2015,6/3/2016,8/3/2016,2,STRAY,RETURN TO OWNER
LUNA,AMER FOXHOUND/MIX,BROWN,Spayed,MED,12/11/2014,11/10/2016,1/12/2016,51,STRAY,ADOPTION
SCOUT,REDBONE HOUND,RED,Male,LARGE,1/1/2011,2/12/2016,3/12/2016,1,STRAY,RETURN TO OWNER
DIXIE,CHIHUAHUA SH,BROWN,Spayed,SMALL,,6/7/2016,7/7/2016,1,STRAY,RETURN TO OWNER
SHADOW,GERM SHEPHERD,BLACK/BROWN,Neutered,LARGE,10/4/2018,09/26/2019,10/15/2019,19,CONFISCATE,ADOPTION
LUNA,LABRADOR RETR,BLACK,Spayed,MED,12/12/2016,06/14/2019,06/27/2019,13,QUARANTINE,EUTHANIZE
,POODLE MIN,WHITE,Male,SMALL,08/14/2008,08/14/2018,4/9/2018,21,CONFISCATE,TRANSFER
SWISHER,PIT BULL/LABRADOR RETR,BROWN/WHITE,Neutered,MED,09/26/2014,09/25/2015,09/29/2015,4,CONFISCATE,RETURN TO OWNER
SAMSON,PIT BULL/AUST CATTLE DOG,BROWN/WHITE,Neutered,MED,6/7/2013,12/17/2014,9/5/2015,143,STRAY,ADOPTION
OREO,POODLE MIN/MIX,WHITE/GRAY,Neutered,SMALL,06/14/2015,04/19/2017,04/28/2017,9,STRAY,RETURN TO OWNER
,CHIHUAHUA SH/MIX,TAN,Female,SMALL,,10/2/2015,2/4/2015,51,STRAY,TRANSFER
POPPY,CHIHUAHUA SH,WHITE/CREAM,Male,SMALL,2/9/2014,08/28/2017,2/9/2017,5,STRAY,RETURN TO OWNER
RUSTY,DUTCH SHEPHERD,BR BRINDLE,Male,LARGE,10/15/2017,09/30/2018,2/10/2018,2,STRAY,RETURN TO OWNER
,JACK,WHITE/BLACK,Female,SMALL,,08/19/2019,08/28/2019,9,STRAY,EUTHANIZE
HERSHEY,LABRADOR RETR,CHOCOLATE/WHITE,Neutered,LARGE,2/10/2011,2/10/2015,10/10/2015,8,STRAY,ADOPTION
*VINCENT,CHIHUAHUA SH/MIX,WHITE,Neutered,TOY,4/12/2013,4/4/2014,12/4/2014,8,OWNER SURRENDER,ADOPTION
SKYLER,COCKER SPAN,YELLOW,Neutered,MED,12/19/2005,12/1/2015,6/2/2015,25,STRAY,RETURN TO OWNER
LAYLA,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,05/21/2013,6/7/2019,9/7/2019,3,CONFISCATE,RETURN TO OWNER
GYPSY,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,9/8/2015,9/6/2016,9/6/2016,0,STRAY,RETURN TO OWNER
,YORKSHIRE TERR,BLACK/BROWN,Female,SMALL,,04/28/2018,5/5/2018,7,STRAY,EUTHANIZE
MIMSI,BOSTON TERRIER/MIX,BR BRINDLE,Spayed,MED,09/21/2011,10/18/2018,11/29/2018,42,OWNER SURRENDER,ADOPTION
,FOX TERR SMOOTH/MIX,WHITE/BROWN,Female,PUPPY,10/17/2017,01/17/2018,1/2/2018,15,STRAY,TRANSFER
*LING LING,CHINESE SHARPEI,BLACK,Female,LARGE,08/23/2014,10/8/2018,09/20/2018,41,STRAY,TRANSFER
NALA,ROTTWEILER,BLACK/TAN,Spayed,MED,11/5/2015,07/18/2015,6/8/2015,19,STRAY,RETURN TO OWNER
*MARY KATE,GERM SHEPHERD/MIX,BLACK,Spayed,PUPPY,10/20/2015,6/7/2016,07/28/2016,22,STRAY,ADOPTION
DANDY,SCHNAUZER STAND,GRAY,Neutered,MED,11/10/2011,11/30/2016,2/12/2016,2,STRAY,RETURN TO OWNER
,PIT BULL/MIX,RED,Male,LARGE,,10/14/2017,11/17/2017,34,STRAY,EUTHANIZE
KARMA,PIT BULL,BROWN,Female,MED,,05/23/2014,1/6/2014,9,OWNER SURRENDER,EUTHANIZE
MIKEY,CHIHUAHUA SH,BROWN/WHITE,Neutered,PUPPY,04/20/2015,5/2/2016,02/24/2016,19,ADOPTION RETURN,ADOPTION
BOWSER,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,12/21/2015,06/19/2018,06/22/2018,3,STRAY,RETURN TO OWNER
KITTY,SHIH TZU,WHITE/PINK,Spayed,MED,6/3/2012,6/3/2014,03/25/2014,19,STRAY,ADOPTION
CHIQUIS,BEAGLE/MIX,WHITE/BROWN,Neutered,SMALL,1/2/2008,01/31/2014,1/2/2014,1,STRAY,RETURN TO OWNER
ROCKY,PIT BULL/MIX,BR BRINDLE,Male,LARGE,10/29/2015,07/29/2016,4/8/2016,6,OWNER SURRENDER,EUTHANIZE
,GERM SHEPHERD,TAN/BLACK,Female,LARGE,,09/23/2014,12/10/2014,19,STRAY,EUTHANIZE
CHARLIE,BULLDOG/MIX,WHITE,Neutered,MED,06/29/2010,9/4/2018,11/4/2018,2,STRAY,RETURN TO OWNER
,BORDER COLLIE,WHITE/BLACK,Male,MED,10/21/2014,10/21/2016,11/30/2016,40,STRAY,DIED
OREO,PIT BULL/PARSON RUSS TER,BLACK/WHITE,Spayed,MED,05/23/2011,10/14/2014,10/15/2014,1,STRAY,RETURN TO OWNER
HERSCHEL,SIBERIAN HUSKY,BLACK/WHITE,Neutered,LARGE,08/28/2014,01/20/2017,01/20/2017,0,STRAY,RETURN TO OWNER
ESTRELLA,CHIHUAHUA SH,WHITE,Spayed,TOY,12/25/2010,05/24/2017,06/20/2017,27,STRAY,ADOPTION
COOCHIE,PEKINGESE/MIX,TAN,Spayed,SMALL,09/29/2006,04/30/2016,3/5/2016,3,STRAY,RETURN TO OWNER
MIA,GERM SHEPHERD,BLACK/TAN,Female,LARGE,04/15/2015,11/28/2016,11/28/2016,0,STRAY,RETURN TO OWNER
BLUE,PIT BULL/MIX,GRAY/WHITE,Neutered,LARGE,10/5/2011,5/8/2017,5/8/2017,0,STRAY,RETURN TO OWNER
LUCY,AUST CATTLE DOG,BRN MERLE,Spayed,SMALL,03/19/2011,11/3/2014,03/27/2014,16,STRAY,ADOPTION
CLIFFORD,CHIHUAHUA SH/MIN PINSCHER,RED,Neutered,TOY,01/21/2012,12/21/2017,12/22/2017,1,STRAY,RETURN TO OWNER
BELLA,BLACK MOUTH CUR/MIX,GOLD,Spayed,MED,8/12/2013,11/24/2015,12/15/2015,21,STRAY,ADOPTION
*MARTY,CHIHUAHUA SH,TAN,Neutered,TOY,1/8/2014,03/19/2015,04/29/2015,41,STRAY,TRANSFER
BELLA,AUST KELPIE/MIX,BROWN/WHITE,Spayed,PUPPY,12/24/2016,7/2/2017,9/3/2017,30,STRAY,ADOPTION
GWEN,PUG,FAWN/BLACK,Female,SMALL,3/10/2017,09/30/2019,3/10/2019,3,STRAY,RETURN TO OWNER
*SADIE,GERM SHEPHERD/MIX,TAN/BLACK,Spayed,LARGE,06/22/2002,12/6/2014,11/8/2016,791,TRANSFER,ADOPTION
*DAISY,PIT BULL/MIX,TAN/WHITE,Spayed,PUPPY,10/23/2015,12/3/2016,8/4/2016,27,STRAY,EUTHANIZE
GUERRO,CHIHUAHUA SH,WHITE/TAN,Male,SMALL,6/7/2010,5/7/2017,6/7/2017,1,STRAY,RETURN TO OWNER
PHOEBE,PIT BULL,GRAY/WHITE,Spayed,LARGE,07/24/2014,5/7/2016,2/9/2016,59,STRAY,ADOPTION
FINN,GERM SHEPHERD/MIX,BROWN/BLACK,Neutered,LARGE,2/2/2008,03/27/2017,03/27/2017,0,STRAY,RETURN TO OWNER
LITTLE FEAT,AUST CATTLE DOG,RED/WHITE,Male,LARGE,01/24/2016,09/24/2016,09/27/2016,3,CONFISCATE,RETURN TO OWNER
RICO,CHIHUAHUA SH,WHITE,Neutered,SMALL,01/21/2012,01/21/2014,02/22/2014,32,TRANSFER,ADOPTION
KUSH,PIT BULL/CHINESE SHARPEI,GRAY,Male,LARGE,,6/2/2019,6/2/2019,0,CONFISCATE,RETURN TO OWNER
SAPPHIRE,PIT BULL,BLACK/WHITE,Spayed,LARGE,1/12/2015,07/25/2017,07/29/2017,4,STRAY,RETURN TO OWNER
SHADOW,CHIHUAHUA SH,BLACK,Neutered,TOY,07/19/2008,01/25/2016,01/27/2016,2,STRAY,RETURN TO OWNER
PIPPI,CHIHUAHUA SH,BROWN,Spayed,MED,6/2/2011,11/9/2019,12/9/2019,1,STRAY,RETURN TO OWNER
NEMO,WELSH CORGI PEM/CHIHUAHUA SH,AGOUTI,Neutered,MED,7/10/2014,10/2/2015,04/15/2015,64,OWNER SURRENDER,ADOPTION
ITSY BITSY,BOXER/MASTIFF,FAWN/WHITE,Female,MED,02/28/2014,2/9/2014,2/9/2014,0,TRANSFER,RETURN TO OWNER
CHA CHA,CHIHUAHUA SH,BLACK/WHITE,Spayed,TOY,11/5/2016,11/5/2019,11/6/2019,31,STRAY,ADOPTION
BUDDY,PIT BULL,BROWN/WHITE,Neutered,LARGE,11/6/2014,11/14/2015,06/16/2016,215,STRAY,ADOPTION
,PIT BULL,WHITE/BLACK,Male,LARGE,08/25/2009,08/16/2014,08/27/2014,11,TRANSFER,EUTHANIZE
,SIBERIAN HUSKY/MIX,TRICOLOR,Male,LARGE,,01/25/2019,4/2/2019,10,STRAY,TRANSFER
*DAKOTA,GERM SHEPHERD/MIX,TAN/BLACK,Male,MED,12/2/2019,12/7/2019,07/20/2019,8,STRAY,TRANSFER
,BORDER COLLIE/MIX,BLACK/WHITE,Female,MED,,2/3/2019,03/16/2019,14,STRAY,EUTHANIZE
SNOWY,POODLE MIN,WHITE,Spayed,SMALL,05/15/2012,03/21/2015,03/21/2015,0,STRAY,RETURN TO OWNER
IZZY,WELSH CORGI PEM,TRICOLOR,Female,SMALL,07/16/2012,07/14/2019,07/16/2019,2,STRAY,RETURN TO OWNER
ANGUS,CHIHUAHUA SH/MIX,CHOCOLATE/WHITE,Neutered,SMALL,8/8/2008,8/8/2014,11/25/2014,109,TRANSFER,ADOPTION
PEACHES,CHIHUAHUA SH,FAWN,Spayed,SMALL,12/7/2009,12/7/2016,07/22/2016,10,STRAY,ADOPTION
STEVIE,PIT BULL,BLACK/WHITE,Spayed,MED,01/22/2017,08/28/2017,08/28/2017,0,STRAY,RETURN TO OWNER
SHAKEDOWN,PIT BULL,TAN/WHITE,Male,MED,04/14/2009,04/14/2014,04/17/2014,3,CONFISCATE,RETURN TO OWNER
JACK,LABRADOR RETR,BROWN,Neutered,LARGE,03/15/2011,03/15/2015,03/15/2015,0,STRAY,RETURN TO OWNER
,YORKSHIRE TERR,BROWN/BLACK,Male,SMALL,3/5/2018,1/5/2019,8/5/2019,7,STRAY,TRANSFER
LULU,COTON DE TULEAR,WHITE,Spayed,SMALL,04/16/2014,04/16/2016,04/16/2016,0,STRAY,RETURN TO OWNER
CUPCAKE,HAVANESE,WHITE/GRAY,Neutered,TOY,03/16/2012,09/16/2014,09/17/2014,1,STRAY,RETURN TO OWNER
FLASH,FOX TERR WIRE/MIX,WHITE,Neutered,SMALL,06/21/2002,06/21/2014,06/24/2014,3,STRAY,RETURN TO OWNER
,BRUSS GRIFFON/MIX,BL BRINDLE/GRAY,Female,TOY,04/23/2014,04/23/2017,04/24/2017,1,STRAY,RETURN TO OWNER
YOGI,PIT BULL/MIX,BL BRINDLE,Neutered,LARGE,11/1/2011,9/1/2014,11/1/2014,2,CONFISCATE,RETURN TO OWNER
NEGRA,GERM SHEPHERD,BLACK/TAN,Female,LARGE,12/23/2012,12/22/2014,12/26/2014,4,STRAY,RETURN TO OWNER
BON AMI,CHIHUAHUA SH,BROWN,Spayed,SMALL,8/5/2011,04/28/2017,9/5/2017,11,STRAY,ADOPTION
GUERA,PIT BULL,BLUE/WHITE,Spayed,LARGE,3/2/2016,08/17/2019,09/18/2019,32,STRAY,EUTHANIZE
DAWN TU,QUEENSLAND HEEL,BLUE MERLE,Female,MED,10/3/2014,12/5/2018,05/26/2018,14,CONFISCATE,RETURN TO OWNER
SITKA,GERM SHEPHERD,TAN,Spayed,LARGE,02/29/2016,08/22/2017,09/22/2017,31,STRAY,ADOPTION
*CHIP,CHIHUAHUA SH/MIX,BROWN,Male,SMALL,04/27/2006,04/15/2019,3/5/2019,18,STRAY,EUTHANIZE
*REV,BORDER COLLIE/MIX,BLACK/WHITE,Neutered,SMALL,10/4/2016,2/2/2017,02/15/2017,13,STRAY,ADOPTION
LOGAN,DOBERMAN PINSCH,BLACK/TAN,Male,MED,,4/5/2019,9/5/2019,5,STRAY,EUTHANIZE
JASPER,PARSON RUSS TER,TAN,Neutered,SMALL,8/4/2010,8/4/2014,05/24/2014,46,STRAY,ADOPTION
*PACE,POMERANIAN,WHITE,Neutered,SMALL,3/6/2018,08/16/2018,09/29/2018,44,STRAY,ADOPTION
KIA,POMERANIAN/PAPILLON,BLACK/WHITE,Female,SMALL,10/29/2006,01/28/2019,01/30/2019,2,STRAY,RETURN TO OWNER
*BUBBLES,BULLMASTIFF/MIX,TAN,Neutered,MED,01/25/2018,01/25/2019,6/4/2019,71,STRAY,ADOPTION
ROUDIE,PIT BULL,BLACK/WHITE,Male,MED,7/6/2014,2/7/2015,7/7/2015,5,CONFISCATE,RETURN TO OWNER
PEPPER,WEST HIGHLAND,WHITE,Male,SMALL,,04/28/2016,04/28/2016,0,STRAY,RETURN TO OWNER
ROCKO,GOLDEN RETR/CHINESE SHARPEI,RED/WHITE,Male,LARGE,01/13/2016,01/13/2018,01/16/2018,3,STRAY,RETURN TO OWNER
RILEY,SHIH TZU/MIX,BLACK/WHITE,Neutered,SMALL,1/5/2002,6/11/2017,11/14/2017,8,QUARANTINE,RETURN TO OWNER
BUDDY,PIT BULL,BLUE,Neutered,LARGE,02/24/2016,1/1/2018,2/1/2018,1,STRAY,RETURN TO OWNER
GRACE,LABRADOR RETR,YELLOW,Spayed,LARGE,,05/20/2014,05/20/2014,0,STRAY,RETURN TO OWNER
SAUCY,CHIHUAHUA SH,BLACK/WHITE,Neutered,SMALL,02/14/2018,4/3/2019,6/3/2019,2,STRAY,RETURN TO OWNER
SHAY,GERM SHEPHERD/LABRADOR RETR,BLACK,Spayed,LARGE,10/27/2015,04/19/2016,06/15/2016,57,OWNER SURRENDER,TRANSFER
CHICO,BOXER,WHITE/BR BRINDLE,Neutered,LARGE,10/11/2014,04/16/2019,05/28/2019,42,OWNER SURRENDER,TRANSFER
CHEYENNE,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,7/2/2014,7/2/2018,04/17/2018,69,STRAY,ADOPTION
AGAPE,PIT BULL,BLACK/WHITE,Spayed,MED,11/25/2012,05/25/2016,06/21/2016,27,STRAY,RETURN TO OWNER
MONTANA,PIT BULL,WHITE/BLACK,Spayed,MED,4/6/2015,4/1/2018,01/24/2018,20,QUARANTINE,EUTHANIZE
JOJO,POODLE MIN/MIX,WHITE,Male,SMALL,,10/26/2016,10/27/2016,1,STRAY,RETURN TO OWNER
BOO,BORDER COLLIE/MIX,BLACK/BROWN,Neutered,LARGE,5/1/2007,5/1/2018,11/1/2018,6,STRAY,RETURN TO OWNER
JERSEY,LABRADOR RETR,YELLOW,Neutered,MED,2/1/2008,12/31/2017,2/1/2018,2,STRAY,RETURN TO OWNER
CANDY,PIT BULL,TRICOLOR,Spayed,LARGE,11/16/2009,12/22/2015,12/22/2015,0,STRAY,RETURN TO OWNER
*STEVEN,BULLMASTIFF/MIX,TAN,Neutered,LARGE,11/23/2015,9/5/2017,8/7/2017,60,STRAY,TRANSFER
GHOST,SIBERIAN HUSKY,GRAY/WHITE,Male,MED,08/31/2015,05/17/2018,05/17/2018,0,STRAY,RETURN TO OWNER
RAINA,PARSON RUSS TER/MIX,BLACK/WHITE,Spayed,TOY,1/5/2017,03/16/2018,03/23/2018,7,ADOPTION RETURN,ADOPTION
DUKE,CHIHUAHUA SH/DACHSHUND,TAN/WHITE,Spayed,TOY,2/11/2010,3/8/2018,10/8/2018,7,CONFISCATE,RETURN TO OWNER
*GORDIE,PIT BULL,FAWN,Neutered,LARGE,10/16/2014,08/16/2016,09/17/2016,32,ADOPTION RETURN,ADOPTION
ELSA,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,11/13/2008,8/12/2015,10/12/2015,2,STRAY,RETURN TO OWNER
HOLLY,PIT BULL/ALASKAN HUSKY,BROWN/WHITE,Female,LARGE,1/1/2013,1/1/2019,2/1/2019,1,CONFISCATE,RETURN TO OWNER
MIA,POINTER/LABRADOR RETR,WHITE/BROWN,Spayed,LARGE,1/1/2002,03/25/2014,03/25/2014,0,TRANSFER,RETURN TO OWNER
BEAU,CHOW CHOW,RED,Neutered,MED,05/18/2003,11/4/2014,12/4/2014,1,STRAY,RETURN TO OWNER
TYSON,MIN PINSCHER,UNKNOWN,Male,MED,9/7/2016,06/22/2017,06/22/2017,0,STRAY,RETURN TO OWNER
STARK,PIT BULL/MIX,BLACK,Female,MED,,05/31/2016,06/17/2016,17,QUARANTINE,EUTHANIZE
PEPPER,LABRADOR RETR/SIBERIAN HUSKY,BLACK,Neutered,MED,8/11/2012,7/2/2015,11/2/2015,4,STRAY,RETURN TO OWNER
,AUST CATTLE DOG,BLACK/GRAY,Male,SMALL,08/27/2014,01/27/2015,02/18/2015,22,STRAY,TRANSFER
OTTER,CAIRN TERRIER/MIX,BLACK,Spayed,MED,12/20/2011,5/4/2017,5/4/2017,0,STRAY,RETURN TO OWNER
,CHIHUAHUA LH,BLACK/WHITE,Neutered,TOY,10/5/2009,04/28/2018,12/5/2018,14,STRAY,EUTHANIZE
HAZEL,CHIHUAHUA SH,TAN,Spayed,SMALL,,03/29/2018,03/29/2018,0,STRAY,RETURN TO OWNER
BOGEY,BORDER COLLIE,BLACK/WHITE,Neutered,MED,5/8/2012,5/6/2018,12/6/2018,7,STRAY,RETURN TO OWNER
,BOXER/MIX,BR BRINDLE,Female,MED,7/10/2014,7/10/2017,9/12/2017,63,STRAY,EUTHANIZE
SPIKE,SIBERIAN HUSKY/GERM SHEPHERD,BLACK/WHITE,Neutered,MED,04/26/2015,2/12/2016,3/12/2016,1,STRAY,RETURN TO OWNER
REEF,BLACK MOUTH CUR,TAN,Neutered,MED,9/12/2014,08/15/2019,08/16/2019,1,STRAY,RETURN TO OWNER
*REUBEN,PIT BULL,WHITE/BROWN,Neutered,LARGE,07/13/2014,03/13/2015,06/19/2015,98,OWNER SURRENDER,ADOPTION
PETE,RAT TERRIER/BEAGLE,TRICOLOR,Male,SMALL,05/25/2016,05/25/2017,05/25/2017,0,STRAY,RETURN TO OWNER
BUUTAKA,ALASKAN HUSKY/MIX,WHITE,Male,LARGE,1/12/2018,1/8/2019,1/8/2019,0,STRAY,RETURN TO OWNER
JADE,PIT BULL/MIX,BLACK/WHITE,Spayed,MED,12/5/2011,11/5/2017,05/23/2017,12,QUARANTINE,RETURN TO OWNER
,BORDER COLLIE,BLACK/WHITE,Unknown,MED,,08/18/2017,08/18/2017,0,STRAY,DIED
LUXI VALENTINE,PIT BULL/MIX,GRAY/WHITE,Spayed,LARGE,04/23/2016,5/9/2019,5/9/2019,0,STRAY,RETURN TO OWNER
TUBBS,CAIRN TERRIER/SKYE TERRIER,BLACK/GRAY,Neutered,SMALL,10/21/2011,9/3/2018,03/17/2018,8,OWNER SURRENDER,ADOPTION
SHAMUS,AUST SHEPHERD/MIX,TRICOLOR,Male,MED,12/13/2003,6/12/2014,12/13/2014,7,CONFISCATE,RETURN TO OWNER
RICKY,PIT BULL,BLUE/WHITE,Male,LARGE,7/4/2013,05/20/2014,10/7/2014,51,STRAY,EUTHANIZE
PENNY,GOLDEN RETR,GOLD,Spayed,LARGE,4/5/2018,9/4/2019,9/4/2019,0,STRAY,RETURN TO OWNER
*CHICHI,CHIHUAHUA LH/MIX,BLACK/TAN,Spayed,TOY,11/15/2014,09/15/2015,09/26/2015,11,STRAY,ADOPTION
,SIBERIAN HUSKY,WHITE/GRAY,Male,LARGE,3/10/2016,3/10/2019,10/23/2019,20,STRAY,EUTHANIZE
BOO,PIT BULL/MIX,WHITE/BLACK,Spayed,MED,3/1/2015,3/1/2018,01/25/2018,22,STRAY,ADOPTION
,WEST HIGHLAND,WHITE,Female,SMALL,12/26/2012,12/26/2014,12/1/2015,17,STRAY,TRANSFER
LINDA,GERM SHEPHERD,BLACK/TAN,Spayed,MED,1/5/2015,03/16/2019,03/23/2019,7,ADOPTION RETURN,ADOPTION
,CHINESE SHARPEI/MIX,BLACK,Unknown,PUPPY,10/18/2018,10/18/2018,10/22/2018,4,STRAY,TRANSFER
CHLOE,CHIHUAHUA SH,TAN,Spayed,PUPPY,10/30/2018,12/14/2018,01/15/2019,32,STRAY,ADOPTION
TEJO,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,MED,06/18/2013,06/18/2014,07/19/2014,31,STRAY,ADOPTION
ROXY,CHIHUAHUA SH,BLACK/TAN,Female,SMALL,12/3/2009,10/7/2018,08/17/2018,38,STRAY,EUTHANIZE
GRENVILLE,GOLDEN RETR,GOLD,Neutered,LARGE,9/1/2009,7/7/2017,7/7/2017,0,STRAY,RETURN TO OWNER
*SAMI,FOX TERR SMOOTH,WHITE/BLACK,Spayed,SMALL,02/14/2011,2/2/2017,02/15/2017,13,STRAY,TRANSFER
JITANA,PIT BULL/MIX,BROWN/WHITE,Spayed,LARGE,08/14/2013,2/10/2018,2/10/2018,0,STRAY,RETURN TO OWNER
RIGBY,LABRADOR RETR/MIX,BLACK,Spayed,LARGE,7/1/2018,12/18/2018,9/1/2019,22,STRAY,ADOPTION
